key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Tesco_product_name,Spar_barcode,Tesco_barcode,Spar_unit_price,Tesco_unit_price,Spar_unit_type,Tesco_unit_type,Spar_unit_step,Tesco_unit_step,Spar_base_price,Tesco_base_price,Spar_categories,Tesco_categories
5900972003687|frosta gyorsfagyasztott serpenyős zöldségek petrezselyemmel és kaporral 400 g,kg,-100.0,-3.85,FRoSTA gyorsfagyasztott serpenyős zöldségek petrezselyemmel és kaporral 400 g,FRoSTA gyorsfagyasztott serpenyős zöldségek petrezselyemmel és kaporral 400 g,5900972003687,05900972003687,1039.0,999.0,g,g,400.0,400.0,2597.5,2497.5,fagyasztott-zoldseg-es-gyumolcs-194,Mélyhűtött|Fagyasztott zöldség|Fagyasztott zöldségek|Fagyasztott zöldségek
5900972008910|frosta gyorsfagyasztott sárga- és zöldbab keverék 400 g,kg,-550.0,-21.174,FRoSTA gyorsfagyasztott sárga- és zöldbab keverék 400 g,FRoSTA gyorsfagyasztott sárga- és zöldbab keverék 400 g,5900972008910,05900972008910,1039.0,819.0,g,g,400.0,400.0,2597.5,2047.5,fagyasztott-zoldseg-es-gyumolcs-194,Mélyhűtött|Fagyasztott zöldség|Fagyasztott zöldségkeverék|Fagyasztott zöldségkeverék
5900972009122|frosta gyorsfagyasztott zöldség mix champignon gombával 400 g,kg,325.0,12.512,FRoSTA gyorsfagyasztott zöldség mix champignon gombával 400 g,FRoSTA gyorsfagyasztott zöldség mix champignon gombával 400 g,5900972009122,05900972009122,1039.0,1169.0,g,g,400.0,400.0,2597.5,2922.5,fagyasztott-zoldseg-es-gyumolcs-194,Mélyhűtött|Fagyasztott készételek és gombócok|Fagyasztott készételek|Fagyasztott készételek
5901086000531|teekanne world of fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,kg,-2500.0,-12.967,Teekanne World of Fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,Teekanne World of Fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,5901086000531,05901086000531,964.0,839.0,g,g,50.0,50.0,19280.0,16780.0,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086000944|teekanne world of fruits multivitamin gyümölcstea keverék bogyósgyümölcs ízzel 20 filter 50 g,kg,-2500.0,-12.967,Teekanne World of Fruits Multivitamin gyümölcstea keverék bogyósgyümölcs ízzel 20 filter 50 g,Teekanne World of Fruits Multivitamin gyümölcstea keverék bogyósgyümölcs ízzel 20 filter 50 g,5901086000944,05901086000944,964.0,839.0,g,g,50.0,50.0,19280.0,16780.0,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086001002|teekanne zen chai citrom és mangó ízesítésű zöld tea 20 filter 35 g,kg,-3571.429,-12.967,Teekanne Zen Chai citrom és mangó ízesítésű zöld tea 20 filter 35 g,Teekanne Zen Chai citrom és mangó ízesítésű zöld tea 20 filter 35 g,5901086001002,05901086001002,964.0,839.0,g,g,35.0,35.0,27542.857,23971.429,zoldtea-141,Italok|Tea|Zöld- és fehérteák|Zöld- és fehérteák
5901086001019|teekanne world of fruits fekete ribizli- és citromízesítésű gyümölcstea keverék 20 filter 50 g,kg,-2500.0,-12.967,Teekanne World of Fruits fekete ribizli- és citromízesítésű gyümölcstea keverék 20 filter 50 g,Teekanne World of Fruits fekete ribizli- és citromízesítésű gyümölcstea keverék 20 filter 50 g,5901086001019,05901086001019,964.0,839.0,g,g,50.0,50.0,19280.0,16780.0,fekete-tea-140,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086001040|teekanne world of fruits narancsízesítésű gyümölcstea keverék 20 filter 45 g,kg,-2777.778,-12.967,Teekanne World of Fruits narancsízesítésű gyümölcstea keverék 20 filter 45 g,Teekanne World of Fruits narancsízesítésű gyümölcstea keverék 20 filter 45 g,5901086001040,05901086001040,964.0,839.0,g,g,45.0,45.0,21422.222,18644.444,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086001163|teekanne world of fruits strawberry sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,kg,-2500.0,-12.967,Teekanne World of Fruits Strawberry Sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,Teekanne World of Fruits Strawberry Sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,5901086001163,05901086001163,964.0,839.0,g,g,50.0,50.0,19280.0,16780.0,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086001262|teekanne world of fruits cseresznyeízesítésű gyümölcstea keverék 20 filter 50 g,kg,-2500.0,-12.967,Teekanne World of Fruits cseresznyeízesítésű gyümölcstea keverék 20 filter 50 g,Teekanne World of Fruits cseresznyeízesítésű gyümölcstea keverék 20 filter 50 g,5901086001262,05901086001262,964.0,839.0,g,g,50.0,50.0,19280.0,16780.0,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086012459|teekanne world of fruits garden selection bodzavirág-citromízű gyümölcstea keverék 20 filter 45 g,kg,-2777.778,-12.967,Teekanne World of Fruits Garden Selection bodzavirág-citromízű gyümölcstea keverék 20 filter 45 g,Teekanne World of Fruits Garden Selection bodzavirág-citromízű gyümölcstea keverék 20 filter 45 g,5901086012459,05901086012459,964.0,839.0,g,g,45.0,45.0,21422.222,18644.444,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086049301|teekanne love gyümölcstea keverék gránátalma és őszibarack ízzel 20 filter 45 g,kg,-2777.778,-12.967,Teekanne Love gyümölcstea keverék gránátalma és őszibarack ízzel 20 filter 45 g,Teekanne Love gyümölcstea keverék gránátalma és őszibarack ízzel 20 filter 45 g,5901086049301,05901086049301,964.0,839.0,g,g,45.0,45.0,21422.222,18644.444,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086065127|teekanne world of fruits áfonya ízesítésű gyümölcstea keverék 20 filter 45 g,kg,-2777.778,-12.967,Teekanne World of Fruits áfonya ízesítésű gyümölcstea keverék 20 filter 45 g,Teekanne World of Fruits áfonya ízesítésű gyümölcstea keverék 20 filter 45 g,5901086065127,05901086065127,964.0,839.0,g,g,45.0,45.0,21422.222,18644.444,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086074082|teekanne world of fruits mangó ízesítésű gyümölcstea 20 filter 45 g,kg,-2777.778,-12.967,Teekanne World of Fruits mangó ízesítésű gyümölcstea 20 filter 45 g,Teekanne World of Fruits mangó ízesítésű gyümölcstea 20 filter 45 g,5901086074082,05901086074082,964.0,839.0,g,g,45.0,45.0,21422.222,18644.444,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086076185|teekanne love szeder és áfonya ízesítésű gyümölcstea 20 filter 45 g,kg,-2777.778,-12.967,Teekanne Love szeder és áfonya ízesítésű gyümölcstea 20 filter 45 g,Teekanne Love szeder és áfonya ízesítésű gyümölcstea 20 filter 45 g,5901086076185,05901086076185,964.0,839.0,g,g,45.0,45.0,21422.222,18644.444,gyumolcstea-142,Italok|Tea|Gyümölcsteák|Gyümölcsteák
5901086200153|teekanne earl grey bergamott ízesítésű fekete teakeverék 20 filter 33 g,kg,-454.545,-1.572,Teekanne Earl Grey bergamott ízesítésű fekete teakeverék 20 filter 33 g,Teekanne Earl Grey bergamott ízesítésű fekete teakeverék 20 filter 33 g,5901086200153,05901086200153,954.0,939.0,g,g,33.0,33.0,28909.091,28454.545,fekete-tea-140,Italok|Tea|Fekete teák|Fekete Teák
5901154042005|inka classic instant gabonakávé keverék 180 g,kg,55.556,0.827,Inka Classic instant gabonakávé keverék 180 g,Inka Classic instant gabonakávé keverék 180 g,5901154042005,05901154042005,1209.0,1219.0,g,g,180.0,180.0,6716.667,6772.222,instant-kave-139,Italok|Kávé|Pótkávé|Pótkávé
"5901359154954|peroni nastro azzurro minőségi világos sör 5% 0,33 l",l,-227.273,-13.066,"Peroni Nastro Azzurro minőségi világos sör 5% 0,33 l","Peroni Nastro Azzurro minőségi világos sör 5% 0,33 l",5901359154954,05901359154954,574.0,499.0,ml,ml,330.0,330.0,1739.394,1512.121,vilagos-sor-234,"Italok|Sör, cider|Világos sörök|Üveges"
5901414203931|bahlsen hit kakaós keksz 220 g,kg,-113.636,-1.888,Bahlsen Hit kakaós keksz 220 g,Bahlsen Hit kakaós keksz 220 g,5901414203931,05901414203931,1324.0,1299.0,g,g,220.0,220.0,6018.182,5904.545,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
5901576045226|contimax bismarck pácolt heringfilé ízesített lében 400 g,kg,-3407.045,-47.621,Contimax Bismarck pácolt heringfilé ízesített lében 400 g,Contimax Bismarck pácolt heringfilé ízesített lében 400 g,5901576045226,05901576045226,1574.0,1499.0,g,g,220.0,400.0,7154.545,3747.5,halkonzerv-huskonzerv-melegszendvicskrem-212,Húsáru|Halak|Különlegességek|Különlegességek
"5901594001914|1664 rosé málna ízű ízesített búzasör, bodza és málna gyümölcslével 4,5% 500 ml",l,-200.0,-15.175,"1664 Rosé málna ízű ízesített búzasör, bodza és málna gyümölcslével 4,5% 500 ml","1664 Rosé málna ízű ízesített búzasör, bodza és málna gyümölcslével 4,5% 500 ml",5901594001914,05901594001914,659.0,559.0,ml,ml,500.0,500.0,1318.0,1118.0,izesitett-sor-236,"Italok|Sör, cider|Ízesített Sörök|Ízesített Sörök"
"5901594001921|1664 rosé málna ízű ízesített búzasör, bodza és málna gyümölcslével 4,5% 330 ml",l,-139.394,-7.603,"1664 Rosé málna ízű ízesített búzasör, bodza és málna gyümölcslével 4,5% 330 ml","1664 Rosé málna ízű ízesített búzasör, bodza és málna gyümölcslével 4,5% 330 ml",5901594001921,05901594001921,605.0,559.0,ml,ml,330.0,330.0,1833.333,1693.939,izesitett-sor-236,"Italok|Sör, cider|Ízesített Sörök|Ízesített Sörök"
5901882120198|vifon pho hagyományos vietnámi instant tészta leves rizstésztával 60 g,kg,-500.0,-6.263,Vifon Pho hagyományos vietnámi instant tészta leves rizstésztával 60 g,Vifon Pho hagyományos vietnámi instant tészta leves rizstésztával 60 g,5901882120198,05901882120198,479.0,449.0,g,g,60.0,60.0,7983.333,7483.333,levesek-tesztak-230,"Alapvető élelmiszerek|Nemzetközi konyha|Távol keleti konyha|Indiai, vietnámi és thai konyha"
5901882188815|tao tao hosszú rizsmetélt 200 g,kg,25.0,0.346,Tao Tao hosszú rizsmetélt 200 g,Tao Tao hosszú rizsmetélt 200 g,5901882188815,05901882188815,1444.0,1449.0,g,g,200.0,200.0,7220.0,7245.0,azsiai-tesztafelek-157,"Alapvető élelmiszerek|Nemzetközi konyha|Távol keleti konyha|Indiai, vietnámi és thai konyha"
"5901882312296|tao tao rizsecet 3,5% 150 ml",l,-106.667,-2.148,"Tao Tao rizsecet 3,5% 150 ml","Tao Tao rizsecet 3,5% 150 ml",5901882312296,05901882312296,745.0,729.0,ml,ml,150.0,150.0,4966.667,4860.0,ecet-olaj-citromle-161,"Alapvető élelmiszerek|Nemzetközi konyha|Távol keleti konyha|Japán, kínai konyha"
5901882314139|vifon vietnamese lady matcha zöld tea por 50 g,kg,-1400.0,-4.67,Vifon Vietnamese Lady matcha zöld tea por 50 g,Vifon Vietnamese Lady matcha zöld tea por 50 g,5901882314139,05901882314139,1499.0,1429.0,g,g,50.0,50.0,29980.0,28580.0,zoldtea-141,"Alapvető élelmiszerek|Nemzetközi konyha|Távol keleti konyha|Indiai, vietnámi és thai konyha"
5901887016236|ziaja narancsolaj tusfürdő 500 ml,l,-530.0,-19.428,Ziaja narancsolaj tusfürdő 500 ml,Ziaja narancsolaj tusfürdő 500 ml,5901887016236,05901887016236,1364.0,1099.0,ml,ml,500.0,500.0,2728.0,2198.0,noi-csaladi-tusfurdo-308,"Drogéria|Fürdés, kézmosás|Női tusfürdők|Női tusfürdők"
5901887044000|ziaja kecsketejes krémtusfürdő 500 ml,l,-530.0,-19.428,Ziaja kecsketejes krémtusfürdő 500 ml,Ziaja kecsketejes krémtusfürdő 500 ml,5901887044000,05901887044000,1364.0,1099.0,ml,ml,500.0,500.0,2728.0,2198.0,noi-csaladi-tusfurdo-308,"Drogéria|Fürdés, kézmosás|Női tusfürdők|Női tusfürdők"
5902921304920|rafi teljes értékű bárányos eledel felnőtt kutyák minden fajtája számára 400 g,kg,-112.5,-4.767,Rafi teljes értékű bárányos eledel felnőtt kutyák minden fajtája számára 400 g,Rafi teljes értékű bárányos eledel felnőtt kutyák minden fajtája számára 400 g,5902921304920,05902921304920,944.0,899.0,g,g,400.0,400.0,2360.0,2247.5,kutyaeledel-322,Kisállat|Kutyaeledelek & Kiegészítők|Nedves eledelek|Konzervek
"5903548007010|good calories datolyás miniszelet földimogyoróval és csokoládéval, hozzáadott édesítőszerrel 35 g",kg,-400.0,-3.509,"Good Calories datolyás miniszelet földimogyoróval és csokoládéval, hozzáadott édesítőszerrel 35 g","Good Calories datolyás miniszelet földimogyoróval és csokoládéval, hozzáadott édesítőszerrel 35 g",5903548007010,05903548007010,399.0,385.0,g,g,35.0,35.0,11400.0,11000.0,csokolade-175,Speciális|Egyéb egészséges|Egyéb egészséges|Egyéb egészséges
5904844610980|dolce amo choco bits 100 g,kg,-400.0,-4.768,DOLCE AMO Choco Bits 100 g,DOLCE AMO Choco Bits 100 g,5904844610980,05904844610980,839.0,799.0,g,g,100.0,100.0,8390.0,7990.0,csokolade-175,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék
5905009021184|frosta gyorsfagyasztott hal steak 250 g,kg,380.0,5.069,FRoSTA gyorsfagyasztott hal steak 250 g,FRoSTA gyorsfagyasztott hal steak 250 g,5905009021184,05905009021184,1874.0,1969.0,g,g,250.0,250.0,7496.0,7876.0,fagyasztott-husok-193,Mélyhűtött|Fagyasztott halak|Halrudak és panírozott termékek|Halrudak és panírozott termékek
5905009026882|frosta gyorsfagyasztott filé de luxe spenót szósszal 2 db 220 g,kg,-45.455,-0.641,FRoSTA gyorsfagyasztott filé de luxe spenót szósszal 2 db 220 g,FRoSTA gyorsfagyasztott filé de luxe spenót szósszal 2 db 220 g,5905009026882,05905009026882,1559.0,1549.0,g,g,220.0,220.0,7086.364,7040.909,fagyasztott-husok-193,Mélyhűtött|Fagyasztott halak|Halrudak és panírozott termékek|Halrudak és panírozott termékek
5906207510074|président camembert sajt 120 g,kg,291.667,4.051,Président camembert sajt 120 g,Président camembert sajt 120 g,5906207510074,05906207510074,864.0,899.0,g,g,120.0,120.0,7200.0,7491.667,lagy-sajtok-88,Tejtermék-tojás|Sajtok és túró|Fehérpenészes sajtok|Fehérpenészes sajtok
5906747310783|győri pilóta sárgabarackos piskótatallér 147 g,kg,-238.095,-4.972,Győri Pilóta sárgabarackos piskótatallér 147 g,Győri Pilóta sárgabarackos piskótatallér 147 g,5906747310783,05906747310783,704.0,669.0,g,g,147.0,147.0,4789.116,4551.02,piskota-181,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Piskóták|Piskóták"
5906747310806|győri pilóta epres piskótatallér 147 g,kg,-238.095,-4.972,Győri Pilóta epres piskótatallér 147 g,Győri Pilóta epres piskótatallér 147 g,5906747310806,05906747310806,704.0,669.0,g,g,147.0,147.0,4789.116,4551.02,piskota-181,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Piskóták|Piskóták"
5906747310820|győri pilóta meggyes piskótatallér 147 g,kg,-238.095,-4.972,Győri Pilóta meggyes piskótatallér 147 g,Győri Pilóta meggyes piskótatallér 147 g,5906747310820,05906747310820,704.0,669.0,g,g,147.0,147.0,4789.116,4551.02,piskota-181,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Piskóták|Piskóták"
5906747310868|győri pilóta málnaízű piskótatallér 147 g,kg,-238.095,-4.972,Győri Pilóta málnaízű piskótatallér 147 g,Győri Pilóta málnaízű piskótatallér 147 g,5906747310868,05906747310868,704.0,669.0,g,g,147.0,147.0,4789.116,4551.02,piskota-181,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Piskóták|Piskóták"
"5907222657423|veggs vegán tojáspótló omletthez, tojás rántottához, sütéshez 180 g",kg,888.889,9.045,"vEGGs vegán tojáspótló omletthez, tojás rántottához, sütéshez 180 g","vEGGs vegán tojáspótló omletthez, tojás rántottához, sütéshez 180 g",5907222657423,05907222657423,1769.0,1929.0,g,g,180.0,180.0,9827.778,10716.667,vegan-77,"Speciális|Vegetáriánus és vegán|Sütés, főzés|Sütés, főzés"
5907431657016|helcom hámozott felezett őszibarack cukrozott lében 820 g,kg,-1013.622,-45.415,Helcom hámozott felezett őszibarack cukrozott lében 820 g,Helcom hámozott felezett őszibarack cukrozott lében 820 g,5907431657016,05907431657016,1049.0,999.0,g,g,470.0,820.0,2231.915,1218.293,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
5907431657047|helcom szeletelt ananász enyhén cukrozott lében 565 g,kg,-1317.153,-42.691,Helcom szeletelt ananász enyhén cukrozott lében 565 g,Helcom szeletelt ananász enyhén cukrozott lében 565 g,5907431657047,05907431657047,1049.0,999.0,g,g,340.0,565.0,3085.294,1768.142,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
5907431657245|helcom darabolt ananász enyhén cukrozott lében 565 g,kg,-1317.153,-42.691,Helcom darabolt ananász enyhén cukrozott lében 565 g,Helcom darabolt ananász enyhén cukrozott lében 565 g,5907431657245,05907431657245,1049.0,999.0,g,g,340.0,565.0,3085.294,1768.142,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
5907635900611|glade pure clean linen légfrissítő aeroszol 300 ml,l,0.0,0.0,Glade Pure Clean Linen légfrissítő aeroszol 300 ml,Glade Pure Clean Linen légfrissítő aeroszol 300 ml,5907635900611,05907635900611,1259.0,1259.0,ml,ml,300.0,300.0,4196.667,4196.667,legfrissito-278,"Háztartás|Légfrissítés|Kézi permetek, aeroszolok|Kézi permetek, aeroszolok"
5907653104183|balviten gluténmentes vegán szeletelt barna kenyér 190 g,kg,-394.737,-7.7,Balviten gluténmentes vegán szeletelt barna kenyér 190 g,Balviten gluténmentes vegán szeletelt barna kenyér 190 g,5907653104183,05907653104183,974.0,899.0,g,g,190.0,190.0,5126.316,4731.579,glutenmentes-76,Pékáru|Gluténmentes|Gluténmentes|Gluténmentes csomagolt
5908258307788|helcom gyümölcssaláta cukrozott lében 820 g,kg,-1162.039,-45.551,Helcom gyümölcssaláta cukrozott lében 820 g,Helcom gyümölcssaláta cukrozott lében 820 g,5908258307788,05908258307788,1199.0,1139.0,g,g,470.0,820.0,2551.064,1389.024,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
59095644|rexona invisible on black & white izzadásgátló 50 ml,l,-1200.0,-4.766,Rexona Invisible On Black & White izzadásgátló 50 ml,Rexona Invisible On Black & White izzadásgátló 50 ml,59095644,00000059095644,1259.0,1199.0,ml,ml,50.0,50.0,25180.0,23980.0,golyos-stift-dezodor-291,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok"
59095859|dove advanced care original golyós izzadásgátló 50 ml,l,-8100.0,-20.833,Dove Advanced Care Original golyós izzadásgátló 50 ml,Dove Advanced Care Original golyós izzadásgátló 50 ml,59095859,00000059095859,1944.0,1539.0,ml,ml,50.0,50.0,38880.0,30780.0,golyos-stift-dezodor-291,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok"
59099598|dove advanced care invisible dry izzadásgátló stift 50 ml,l,-9300.0,-23.92,Dove Advanced Care Invisible Dry izzadásgátló stift 50 ml,Dove Advanced Care Invisible Dry izzadásgátló stift 50 ml,59099598,00000059099598,1944.0,1479.0,ml,ml,50.0,50.0,38880.0,29580.0,golyos-stift-dezodor-291,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok"
59099611|dove advanced care original izzadásgátló stift 50 ml,l,-9300.0,-23.92,Dove Advanced Care Original izzadásgátló stift 50 ml,Dove Advanced Care Original izzadásgátló stift 50 ml,59099611,00000059099611,1944.0,1479.0,ml,ml,50.0,50.0,38880.0,29580.0,golyos-stift-dezodor-291,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok"
